180048,2145,2112,38,831,1285,29,1314,0,1314,18,4,0,6,0,66,1,1,6,0,61,0,0,0,408,0,4,0,0,7,2,1,3,87,0,6,0,0,0,1,210,0,2,163,0,1,226,10,4,16
180049,1944,1878,46,710,1198,36,1234,0,1234,13,1,1,7,1,96,2,0,17,0,64,0,1,0,398,1,2,0,0,14,2,0,2,86,0,2,0,0,0,0,151,0,0,138,1,0,217,8,4,5
180050,1833,1809,48,733,1063,37,1100,0,1100,20,0,4,5,3,95,0,0,9,0,60,0,0,0,308,0,2,0,0,9,3,0,2,82,1,2,0,0,0,0,146,0,3,131,0,1,193,11,0,10
180051,2289,2258,44,854,1399,36,1435,0,1435,11,2,0,1,1,76,0,0,22,2,101,0,0,0,416,0,4,1,0,8,0,0,0,96,2,6,0,0,0,1,179,0,2,187,0,1,285,16,1,14
180052,1077,1070,26,392,665,20,685,0,685,5,0,1,1,0,34,1,0,7,0,49,0,1,1,234,1,1,1,0,2,0,0,0,71,0,0,1,0,0,1,76,0,0,51,0,2,126,6,3,9
180053,1785,1772,81,856,856,73,929,0,929,10,0,1,4,1,62,1,1,12,0,55,0,0,0,311,0,6,1,0,7,4,0,0,98,0,2,0,0,0,0,120,0,1,64,0,2,150,9,0,7
180054,1665,1647,35,774,865,26,891,0,891,12,0,2,4,1,101,0,0,14,0,50,0,2,0,264,1,1,1,0,1,9,1,2,104,1,3,0,0,0,0,102,0,0,70,0,2,126,11,4,2
180055,351,351,24,129,198,24,222,0,222,2,0,2,0,0,9,0,0,2,0,10,0,0,0,68,0,0,0,0,0,1,0,0,37,0,0,0,0,0,0,15,0,1,13,0,0,60,1,0,1
180056,1851,1841,50,823,985,43,1028,0,1028,4,1,0,6,1,88,2,1,19,0,42,2,2,1,317,2,1,0,1,6,3,0,3,115,0,1,1,0,0,0,127,0,1,82,0,2,164,16,4,13
180057,123,122,5,40,78,5,83,0,83,1,0,0,0,0,4,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,35,0,1,0,0,0,1,10,0,0,0,0,0,22,0,0,0
180058,171,168,7,78,88,5,93,0,93,0,0,0,0,0,7,0,0,2,0,5,0,0,0,23,0,0,0,0,1,1,0,1,18,0,0,0,0,0,0,10,0,0,0,0,0,24,0,0,1
180059,1080,1069,50,368,669,43,712,0,712,5,0,1,1,0,49,1,0,16,0,43,0,0,0,269,0,0,0,0,2,2,0,1,124,1,2,1,0,0,0,55,0,0,27,0,2,91,8,3,8
180060,1299,1290,77,498,737,64,801,0,801,10,0,0,3,0,62,1,1,26,0,70,1,0,0,255,0,1,1,1,5,3,1,1,68,1,1,0,0,0,1,66,0,1,73,1,0,124,10,0,13
180061,1272,1264,58,544,688,40,728,0,728,10,0,0,2,1,59,0,0,26,2,31,0,0,0,218,2,0,0,0,4,0,0,2,70,0,0,0,0,0,1,111,0,2,67,0,0,106,6,1,7
180062,1191,1180,31,473,688,30,718,0,718,8,2,0,1,1,56,0,0,7,0,35,0,0,1,201,0,2,0,0,2,2,0,1,79,1,3,0,0,0,2,125,0,1,50,0,1,125,10,0,2
180063,351,349,34,105,217,29,246,0,246,1,0,2,1,0,15,0,0,2,0,15,0,0,0,43,0,3,0,0,0,0,0,0,40,1,1,0,0,0,0,50,0,0,7,0,0,57,2,0,6
180064,318,315,11,109,198,11,209,0,209,4,0,0,0,0,13,0,0,2,0,12,0,0,0,40,0,1,0,0,0,0,0,2,45,0,0,0,0,0,1,42,0,2,8,1,0,34,2,0,0
180065,534,529,22,129,383,22,405,0,405,3,0,0,6,1,35,1,0,8,0,28,0,0,0,101,3,1,0,1,9,3,0,1,28,1,2,0,0,0,0,62,0,0,17,0,2,88,1,1,2
180066,441,435,32,131,281,29,310,0,310,5,0,0,2,0,9,0,0,4,0,16,0,0,0,89,0,0,0,0,1,0,0,0,36,1,0,0,0,0,1,53,0,0,15,2,0,61,4,0,11
180067,1641,1629,43,627,978,36,1014,0,1014,10,4,10,2,1,47,6,0,15,0,53,0,0,3,303,4,3,1,0,9,0,0,2,147,0,1,0,0,0,1,153,0,0,40,1,1,178,9,4,6
180068,108,109,13,32,63,13,76,0,76,1,0,1,0,0,9,0,0,1,0,4,0,0,0,10,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,13,0,0,2,0,1,25,1,1,0
180069,66,63,1,19,46,1,47,0,47,0,0,0,0,0,1,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,13,0,0,3,0,0,9,1,0,0
180070,42,41,1,8,33,1,34,0,34,0,0,0,0,0,4,0,1,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0
180071,216,216,19,61,136,19,155,0,155,1,0,0,1,0,6,0,0,2,0,7,0,0,0,29,0,0,0,0,3,1,0,0,50,2,1,0,0,0,1,25,0,0,1,0,0,23,2,0,0
180072,435,432,27,152,261,22,283,0,283,22,0,0,0,0,15,0,0,6,0,10,0,1,0,88,3,2,0,0,1,0,0,1,33,0,0,0,0,0,1,29,0,2,11,0,0,52,4,1,1
180073,72,69,7,27,41,4,45,0,45,0,0,0,0,0,7,0,0,1,0,1,0,0,0,12,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,12,1,0,0
180074,225,224,7,84,134,7,141,0,141,2,0,0,0,0,3,0,0,3,0,8,0,0,0,29,1,0,0,0,0,0,0,2,14,0,0,0,0,0,0,23,0,0,4,0,0,50,1,0,1
180075,306,297,17,92,198,16,214,0,214,1,0,1,0,0,20,0,1,0,0,6,1,0,0,50,0,0,0,0,0,0,0,0,27,0,0,1,0,0,1,33,1,1,22,0,1,42,3,1,1
180076,606,599,29,245,336,25,361,0,361,5,0,0,0,0,30,0,0,9,1,15,0,0,0,101,1,0,0,0,0,0,0,1,64,0,1,0,1,0,0,55,0,1,11,0,1,58,4,0,2
180077,195,192,12,70,117,8,125,0,125,0,0,1,0,0,5,0,0,5,0,8,0,0,0,18,0,0,0,0,3,0,0,0,37,0,0,0,0,0,0,21,0,0,5,0,0,20,0,0,2
180078,102,94,8,33,64,5,69,0,69,0,0,0,0,0,0,0,0,2,0,9,0,0,0,15,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,13,0,0,0,0,0,16,0,0,0
180079,279,276,7,88,184,7,191,0,191,0,0,2,2,0,27,1,0,0,0,9,0,1,0,44,0,0,0,0,4,1,0,0,38,1,0,0,0,0,0,14,0,0,13,0,0,27,3,2,2
180080,666,660,16,272,378,16,394,0,394,4,0,0,0,0,49,0,0,13,0,19,0,0,0,127,0,0,0,0,4,0,0,0,32,0,0,0,0,0,0,34,0,1,37,0,0,68,1,1,4
180081,477,467,15,190,277,10,287,0,287,3,2,0,0,0,38,0,0,5,0,21,0,0,0,60,0,0,0,0,2,0,0,1,42,0,2,0,1,0,0,53,0,0,14,1,0,40,0,0,2
180082,282,279,9,78,196,8,204,0,204,2,0,0,0,0,15,0,0,1,0,17,0,1,0,20,0,0,0,0,0,0,0,0,43,0,1,0,0,0,1,40,0,1,14,0,1,38,3,0,6
180083,90,88,1,16,73,1,74,0,74,1,0,0,0,0,8,0,0,2,0,7,0,0,0,6,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,9,0,0,2,0,0,13,0,0,3
180084,174,171,16,30,129,15,144,0,144,5,0,0,0,0,3,0,0,2,0,10,0,0,0,24,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,22,1,0,1,0,0,31,4,0,2
180085,105,108,7,27,71,7,78,0,78,1,0,0,0,0,5,0,0,3,0,5,0,0,0,14,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,13,0,0,2,0,1,12,1,0,0
180086,237,237,29,79,134,24,158,0,158,0,0,0,0,0,3,0,0,4,0,7,1,0,0,25,0,1,0,0,1,0,0,1,38,0,0,0,0,1,1,32,2,0,5,0,0,36,0,0,0
180087,84,83,12,27,47,10,57,0,57,0,0,0,0,0,2,0,0,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,14,0,0,3,0,0,15,1,0,0
180088,627,621,33,262,335,30,365,0,365,4,0,1,1,1,17,0,0,3,0,22,0,5,0,92,0,0,0,0,5,3,0,1,59,0,1,0,0,0,1,75,1,1,16,0,0,50,3,0,3
180089,417,410,19,161,239,17,256,0,256,3,1,0,1,1,11,0,0,6,0,6,0,0,0,77,0,0,0,0,0,0,1,2,47,0,0,0,1,0,0,33,0,1,10,0,0,48,4,1,2
180090,489,479,38,141,315,33,348,0,348,4,0,1,0,1,16,0,0,3,0,6,1,4,0,74,0,5,0,0,1,2,0,0,71,0,2,0,0,0,0,57,0,0,5,0,2,85,5,0,3
180091,78,77,10,23,45,10,55,0,55,1,0,0,0,1,0,0,0,4,0,9,0,0,0,3,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,11,0,0,3,0,0,10,1,0,0
180092,102,104,4,36,62,4,66,0,66,0,0,0,0,0,5,1,0,1,1,2,0,0,0,12,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,17,0,0,2,0,0,13,0,0,0
180093,513,512,44,139,334,40,374,0,374,3,0,1,0,1,11,0,0,3,1,28,0,0,0,88,0,0,0,0,4,0,0,1,76,0,0,0,0,1,0,56,0,0,8,0,0,82,5,0,5
180094,45,45,0,3,42,0,42,0,42,0,0,0,0,0,6,0,0,1,0,2,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,1,0,0,2,0,1,0
180095,285,283,15,71,200,14,214,0,214,1,0,0,1,1,10,1,0,4,0,7,0,1,0,40,0,0,0,0,2,0,0,0,48,1,1,1,0,0,0,24,0,0,1,0,1,66,3,0,0
180096,84,84,1,44,39,1,40,0,40,0,0,0,0,0,2,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,12,0,0,1,0,0,4,1,0,0
180097,111,110,6,40,66,5,71,0,71,1,0,0,0,0,8,0,0,1,0,2,0,0,0,14,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,9,0,0,0,0,0,17,0,0,1
180098,75,75,2,12,61,2,63,0,63,0,0,0,0,0,2,0,0,3,0,9,0,0,0,8,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,0,20,1,0,1
180099,147,147,6,40,104,3,107,0,107,1,0,0,0,0,5,0,0,2,1,4,0,0,1,16,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,12,0,0,0,0,1,29,1,0,1
180100,195,30,18,168,12,15,27,0,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,2,0,0,14,0,0,0
180226,441,432,28,176,240,25,265,0,265,2,1,0,0,1,20,0,0,2,0,25,0,0,0,46,0,1,0,0,1,0,0,0,41,0,0,0,0,0,0,43,0,0,9,0,0,69,2,0,2
180227,1209,1193,25,561,625,23,648,0,648,5,1,1,1,2,23,1,1,5,1,26,0,0,0,146,1,1,0,0,7,1,0,2,66,0,0,0,0,0,2,125,0,1,31,0,2,186,7,0,3
180228,294,289,173,60,64,170,234,0,234,0,0,0,0,0,12,0,0,0,0,1,0,0,0,10,0,0,1,0,0,0,1,0,12,0,0,0,0,0,1,106,0,0,0,0,1,88,1,0,0
180229,393,388,35,154,206,33,239,0,239,2,0,0,0,0,18,1,0,0,0,5,0,0,0,40,1,0,0,0,0,0,0,0,58,0,1,0,0,0,1,55,0,0,2,0,0,45,7,0,3
180230,231,228,17,92,123,16,139,0,139,1,0,0,0,0,13,0,0,1,0,7,0,0,0,25,0,0,0,0,0,0,0,1,34,0,0,0,0,0,0,18,0,0,5,0,0,33,1,0,0
180231,261,256,30,84,147,30,177,0,177,2,0,0,0,0,11,0,0,1,0,5,0,0,0,46,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,40,1,0,9,1,1,39,2,0,1
180232,354,345,19,171,170,13,183,0,183,1,0,2,2,0,11,0,0,5,0,3,0,0,0,44,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,47,0,0,5,0,0,38,0,0,1
180233,81,81,6,31,44,6,50,0,50,2,1,0,0,0,2,0,0,1,0,0,1,0,0,7,0,0,0,0,2,0,0,0,11,0,0,0,0,0,1,7,0,0,1,0,0,13,1,0,0
180234,174,170,20,73,82,19,101,0,101,2,0,0,0,0,0,0,0,4,0,8,0,0,0,18,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,16,0,0,4,0,0,27,1,0,1
180235,327,319,45,101,182,44,226,0,226,1,0,0,0,0,11,0,0,2,0,6,0,0,0,28,0,0,0,0,1,0,0,3,56,2,0,0,0,0,0,42,0,0,5,2,0,64,3,0,0
180236,558,550,35,228,295,35,330,0,330,1,0,1,1,0,20,0,0,4,0,14,0,0,0,80,1,1,0,0,1,0,0,4,36,0,0,0,0,0,1,76,0,0,9,0,0,74,4,0,2
180237,90,90,9,46,35,9,44,0,44,3,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,9,0,0,2,0,0,9,2,0,0
180238,90,87,9,27,54,9,63,0,63,1,0,0,0,0,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,14,0,0,0,0,0,34,0,0,0
180239,354,347,29,133,192,29,221,0,221,2,0,0,0,0,12,0,0,4,0,18,0,0,0,39,0,0,0,0,0,0,0,0,37,0,1,0,0,0,0,48,0,0,9,0,0,46,3,0,2
180240,111,106,9,34,68,9,77,0,77,0,0,0,0,0,11,0,0,4,0,5,0,0,0,7,1,0,1,0,0,0,0,0,16,0,0,0,0,0,0,10,0,0,1,0,0,19,1,0,1
180241,174,175,10,69,95,10,105,0,105,1,0,0,1,0,6,0,0,3,0,7,0,0,0,21,0,0,0,0,1,0,0,0,25,0,1,0,0,0,0,7,0,0,4,0,0,22,2,0,4
180242,81,75,10,35,36,10,46,0,46,3,0,0,0,0,6,0,0,1,0,5,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,4,0,0,13,0,0,0
180243,183,181,13,66,104,13,117,0,117,1,0,0,0,1,4,0,0,3,0,2,0,0,0,17,0,1,0,0,0,0,0,0,17,0,1,0,0,0,1,23,0,0,3,0,0,41,1,0,1
180244,2058,2013,16,785,1263,10,1273,0,1273,10,1,1,0,1,101,1,1,15,0,55,0,4,1,358,1,0,0,0,9,0,2,1,94,1,8,0,0,3,0,229,1,0,90,0,0,265,9,4,7
180245,1413,1389,10,589,815,9,824,0,824,14,2,2,3,0,48,0,0,10,0,30,0,0,2,244,0,1,0,0,7,0,0,0,64,1,2,0,0,0,0,128,0,1,67,0,2,174,14,1,7
