000001,390,328,2,62,326,2,328,0,328,35,0,0,0,1,6,0,0,2,0,5,0,0,0,139,0,0,0,0,1,0,1,0,14,0,0,0,0,1,0,23,0,2,3,0,1,82,12,0,0
560901,2136,2115,7,676,1455,5,1460,0,1460,17,5,2,8,2,45,0,0,22,0,163,0,0,0,407,1,1,0,1,40,1,0,4,43,1,12,0,0,0,0,369,0,4,129,1,1,163,5,1,12
560902,2082,2074,4,675,1403,4,1407,0,1407,14,2,4,10,1,46,0,0,8,0,153,0,0,0,440,0,0,0,1,43,1,0,0,63,1,7,0,1,0,1,336,0,0,116,0,0,137,5,1,16
560903,2112,2084,8,634,1471,7,1478,0,1478,12,3,6,5,0,59,0,0,22,0,191,0,1,0,314,0,2,0,0,61,3,0,0,50,1,12,0,1,0,1,376,0,3,148,0,3,186,6,1,11
560904,2034,2008,7,834,1193,7,1200,0,1200,22,5,1,7,0,25,0,0,14,1,104,1,5,0,397,0,2,0,0,38,1,0,1,64,1,10,0,1,0,1,225,0,7,102,0,0,143,11,1,10
560905,1698,1697,11,540,1148,10,1158,0,1158,9,1,5,2,1,54,0,1,25,1,104,1,2,0,355,0,1,0,1,39,1,1,1,37,4,6,0,0,0,0,272,0,2,95,0,0,116,10,3,8
560906,1605,1592,14,494,1100,11,1111,0,1111,16,3,4,5,2,40,0,0,18,0,113,0,1,0,284,1,1,0,0,61,0,0,1,48,0,6,0,0,0,5,260,1,6,103,0,1,120,1,1,9
560907,2229,2205,15,735,1483,11,1494,0,1494,10,5,5,2,0,73,2,0,30,0,142,0,2,0,410,0,4,1,0,48,2,0,2,59,0,10,0,0,0,2,353,0,3,151,0,1,157,3,2,15
560908,1851,1840,18,541,1295,15,1310,0,1310,10,5,4,2,1,51,0,1,17,0,149,1,1,0,327,1,0,0,1,39,1,1,2,55,0,13,0,2,0,0,336,0,3,112,0,2,157,7,1,8
560909,2223,2177,5,739,1481,3,1484,0,1484,12,4,6,5,4,59,2,0,24,0,180,2,7,1,457,1,1,0,0,34,0,0,0,74,3,10,1,0,0,1,359,0,9,106,0,1,106,5,1,9
560910,1899,1875,8,559,1334,6,1340,0,1340,23,4,3,8,0,59,1,0,20,2,141,0,3,0,350,1,3,1,0,26,1,0,2,62,0,9,1,0,0,2,327,0,3,109,0,1,158,7,1,12
560911,1248,1239,4,474,770,4,774,0,774,8,3,2,2,0,47,0,0,10,0,56,0,2,0,237,1,0,0,0,20,1,0,1,37,0,8,0,0,0,2,173,1,2,88,0,1,65,0,1,6
560912,2097,2083,11,716,1373,8,1381,0,1381,19,1,4,2,0,56,0,0,7,0,141,0,3,0,347,0,3,0,0,42,0,0,0,60,1,12,0,1,0,2,370,2,2,128,0,1,163,4,1,9
560913,2046,2025,9,757,1283,6,1289,0,1289,13,0,2,2,0,34,0,0,9,0,140,0,1,0,330,1,1,2,0,53,0,0,1,65,0,11,0,1,3,1,317,0,5,113,0,1,158,9,0,16
560915,2097,2094,7,621,1471,5,1476,0,1476,13,9,3,7,0,56,0,0,8,1,151,0,3,1,377,1,1,1,0,59,0,1,1,71,0,8,0,0,1,4,337,0,6,124,0,2,202,17,3,8
560916,1965,1931,10,698,1257,10,1267,0,1267,10,3,3,5,0,92,0,1,14,1,110,0,3,1,335,1,0,0,0,32,1,0,1,54,1,4,0,0,0,1,283,2,5,143,0,2,139,6,6,8
560917,2028,2014,7,668,1354,6,1360,0,1360,18,4,4,6,2,60,1,1,17,1,131,0,4,1,336,0,1,1,0,41,0,0,0,67,0,13,0,2,0,2,316,0,8,150,0,0,157,3,2,11
560918,2331,2297,5,819,1509,3,1512,0,1512,10,2,6,6,2,57,1,0,10,1,138,1,0,0,408,3,1,0,1,34,0,2,2,67,1,17,0,0,0,1,367,1,2,124,0,1,226,2,2,16
560919,2097,2072,5,716,1376,5,1381,0,1381,23,4,9,1,1,61,0,0,10,0,157,0,2,0,335,0,0,1,0,39,2,1,0,57,0,18,0,0,0,3,302,0,3,119,1,0,197,12,2,21
560920,2241,2221,9,744,1491,6,1497,0,1497,11,1,5,4,1,54,1,0,17,0,165,0,1,0,389,1,2,0,0,56,1,1,2,68,0,10,0,1,1,3,368,0,7,120,0,1,189,6,1,10
560921,1743,1712,8,560,1179,4,1183,0,1183,15,4,1,3,0,39,0,0,13,2,133,0,3,0,330,1,0,0,0,25,0,0,1,43,1,8,0,0,0,0,294,0,2,114,0,0,132,5,1,13
