560157,690,682,40,207,445,38,483,0,483,0,0,0,0,0,7,1,0,7,1,31,0,0,0,101,0,2,0,0,19,0,1,0,57,0,1,0,0,0,1,109,2,0,16,0,2,113,6,1,5
560158,579,570,29,204,347,28,375,0,375,4,1,0,0,0,3,0,0,6,0,30,2,1,0,66,0,1,0,0,13,0,0,1,56,0,0,0,0,1,0,65,0,0,15,0,0,101,5,0,4
560159,1300,1295,69,430,808,62,870,0,870,12,0,2,0,0,28,0,0,1,0,102,0,0,0,143,0,1,0,0,22,1,1,2,117,0,15,0,3,0,0,202,1,0,41,2,1,146,3,4,20
560160,720,709,20,210,492,18,510,0,510,3,0,0,1,0,10,0,0,3,0,36,0,0,0,130,1,0,0,0,21,0,0,1,62,0,4,0,0,0,0,109,0,0,23,0,0,90,6,1,9
560161,408,402,41,125,248,35,283,0,283,2,1,0,2,0,6,0,0,1,0,19,0,1,0,38,0,0,0,0,3,0,1,0,63,0,2,0,0,0,0,65,1,0,2,0,1,63,4,2,6
560162,249,247,18,81,150,18,168,0,168,2,0,0,1,0,7,0,0,1,0,13,0,0,0,13,0,1,0,0,4,0,0,0,46,0,2,0,0,0,0,50,0,0,0,0,0,23,1,0,4
560163,942,936,78,324,545,73,618,0,618,6,0,0,3,0,13,0,0,3,0,30,0,0,0,109,1,1,0,0,11,0,0,1,100,0,2,0,0,0,0,102,0,2,18,0,1,182,19,4,10
560164,528,525,54,145,332,51,383,0,383,2,0,1,0,0,9,0,0,1,0,36,1,0,0,38,1,0,0,0,6,1,0,0,73,0,3,0,0,0,0,107,0,0,4,0,1,92,3,1,3
560165,261,252,26,93,143,25,168,0,168,5,0,0,0,0,4,0,0,0,0,12,2,0,0,24,0,0,0,0,3,0,0,0,38,0,0,0,0,0,0,44,0,0,1,0,0,30,0,1,4
560166,732,717,54,217,466,49,515,0,515,3,1,0,0,0,9,0,0,1,1,33,0,0,0,74,0,0,0,0,10,0,0,0,96,0,3,0,0,0,0,137,0,1,8,0,0,122,11,0,5
560167,216,215,35,65,117,34,151,0,151,3,0,0,0,0,6,0,0,0,0,13,0,0,0,16,0,0,0,0,1,0,0,0,36,0,1,0,0,0,1,37,0,0,2,0,0,31,2,0,2
560168,582,573,31,162,391,29,420,0,420,3,0,0,0,0,7,1,0,0,0,30,0,0,0,70,0,3,0,0,5,0,1,0,62,0,0,0,0,0,0,90,1,0,8,0,0,123,9,1,6
560169,102,103,13,32,61,9,70,0,70,5,0,0,0,1,3,0,1,0,0,1,0,0,0,6,0,0,0,0,2,0,0,0,14,0,0,0,0,1,0,21,0,0,1,0,1,11,0,1,1
560170,123,123,21,39,66,18,84,0,84,1,0,0,0,0,4,0,0,0,0,5,0,0,0,9,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,21,0,0,1,0,0,21,2,1,2
560171,321,311,34,133,157,31,188,0,188,1,0,0,0,0,2,0,0,0,0,10,0,0,0,22,0,0,0,0,7,0,0,0,31,0,6,0,0,0,0,47,0,0,11,0,0,47,2,0,2
